Time[s], BIQUAD RC+FIR2
0.000000000000000, 0
0.000016083333333, 1
0.000016500000000, 0
0.000017500000000, 1
0.000017791666667, 0
0.000018708333333, 1
0.000019000000000, 0
0.000142333333333, 1
0.000142708333333, 0
0.000143750000000, 1
0.000144041666667, 0
0.000144958333333, 1
0.000145250000000, 0
0.000267458333333, 1
0.000267833333333, 0
0.000268875000000, 1
0.000269166666667, 0
0.000270083333333, 1
0.000270375000000, 0
0.000393250000000, 1
0.000393666666667, 0
0.000394666666667, 1
0.000395000000000, 0
0.000395875000000, 1
0.000396208333333, 0
0.000518000000000, 1
0.000518375000000, 0
0.000519416666667, 1
0.000519708333333, 0
0.000520625000000, 1
0.000520916666667, 0
0.000647125000000, 1
0.000647500000000, 0
0.000648541666667, 1
0.000648833333333, 0
0.000649750000000, 1
0.000650041666667, 0
0.000772125000000, 1
0.000772500000000, 0
0.000773500000000, 1
0.000773833333333, 0
0.000774708333333, 1
0.000775041666667, 0
0.000901208333333, 1
0.000901583333333, 0
0.000902625000000, 1
0.000902916666667, 0
0.000903833333333, 1
0.000904125000000, 0
0.001026208333333, 1
0.001026625000000, 0
0.001027625000000, 1
0.001027958333333, 0
0.001028833333333, 1
0.001029166666667, 0
0.001152833333333, 1
0.001153208333333, 0
0.001154208333333, 1
0.001154541666667, 0
0.001155416666667, 1
0.001155750000000, 0
0.001279083333333, 1
0.001279500000000, 0
0.001280500000000, 1
0.001280791666667, 0
0.001281708333333, 1
0.001282000000000, 0
0.001406041666667, 1
0.001406416666667, 0
0.001407458333333, 1
0.001407750000000, 0
0.001408666666667, 1
0.001408958333333, 0
0.001530500000000, 1
0.001530875000000, 0
0.001531916666667, 1
0.001532208333333, 0
0.001533125000000, 1
0.001533416666667, 0
0.001658125000000, 1
0.001658500000000, 0
0.001659541666667, 1
0.001659833333333, 0
0.001660750000000, 1
0.001661041666667, 0
0.001786500000000, 1
0.001786875000000, 0
0.001787916666667, 1
0.001788208333333, 0
0.001789125000000, 1
0.001789416666667, 0
0.001911708333333, 1
0.001912083333333, 0
0.001913125000000, 1
0.001913416666667, 0
0.001914333333333, 1
0.001914625000000, 0
0.002039833333333, 1
0.002040208333333, 0
0.002041250000000, 1
0.002041541666667, 0
0.002042458333333, 1
0.002042750000000, 0
0.002165541666667, 1
0.002165916666667, 0
0.002166958333333, 1
0.002167250000000, 0
0.002168166666667, 1
0.002168458333333, 0
0.002290791666667, 1
0.002291166666667, 0
0.002292208333333, 1
0.002292500000000, 0
0.002293416666667, 1
0.002293708333333, 0
0.002418500000000, 1
0.002418875000000, 0
0.002419916666667, 1
0.002420208333333, 0
0.002421125000000, 1
0.002421416666667, 0
0.002546375000000, 1
0.002546750000000, 0
0.002547791666667, 1
0.002548083333333, 0
0.002549000000000, 1
0.002549291666667, 0
0.002674500000000, 1
0.002674875000000, 0
0.002675875000000, 1
0.002676208333333, 0
0.002677083333333, 1
0.002677416666667, 0
0.002802625000000, 1
0.002803000000000, 0
0.002804041666667, 1
0.002804333333333, 0
0.002805833333333, 1
0.002806125000000, 0
0.002931375000000, 1
0.002931750000000, 0
0.002932791666667, 1
0.002933083333333, 0
0.002934000000000, 1
0.002934291666667, 0
0.003058875000000, 1
0.003059291666667, 0
0.003060291666667, 1
0.003060625000000, 0
0.003061500000000, 1
0.003061833333333, 0
0.003184041666667, 1
0.003184416666667, 0
0.003185416666667, 1
0.003185750000000, 0
0.003186666666667, 1
0.003186958333333, 0
0.003313375000000, 1
0.003313750000000, 0
0.003314791666667, 1
0.003315083333333, 0
0.003316000000000, 1
0.003316291666667, 0
0.003441083333333, 1
0.003441500000000, 0
0.003442500000000, 1
0.003442791666667, 0
0.003443708333333, 1
0.003444000000000, 0
0.003569000000000, 1
0.003569375000000, 0
0.003570416666667, 1
0.003570708333333, 0
0.003571625000000, 1
0.003571916666667, 0
0.003697125000000, 1
0.003697500000000, 0
0.003698541666667, 1
0.003698833333333, 0
0.003699750000000, 1
0.003700041666667, 0
0.003821291666667, 1
0.003821666666667, 0
0.003822708333333, 1
0.003823000000000, 0
0.003823916666667, 1
0.003824208333333, 0
0.003949583333333, 1
0.003949958333333, 0
0.003951000000000, 1
0.003951291666667, 0
0.003952208333333, 1
0.003952500000000, 0
0.004077833333333, 1
0.004078208333333, 0
0.004079250000000, 1
0.004079541666667, 0
0.004080458333333, 1
0.004080750000000, 0
0.004204833333333, 1
0.004205250000000, 0
0.004206250000000, 1
0.004206541666667, 0
0.004207458333333, 1
0.004207750000000, 0
0.004329833333333, 1
0.004330208333333, 0
0.004331208333333, 1
0.004331541666667, 0
0.004332416666667, 1
0.004332750000000, 0
0.004457333333333, 1
0.004457708333333, 0
0.004458708333333, 1
0.004459041666667, 0
0.004459916666667, 1
0.004460250000000, 0
0.004585041666667, 1
0.004585416666667, 0
0.004586458333333, 1
0.004586750000000, 0
0.004587666666667, 1
0.004587958333333, 0
0.004712916666667, 1
0.004713291666667, 0
0.004714333333333, 1
0.004714625000000, 0
0.004715541666667, 1
0.004715833333333, 0
0.004840791666667, 1
0.004841166666667, 0
0.004842208333333, 1
0.004842500000000, 0
0.004843416666667, 1
0.004843708333333, 0
0.004968666666667, 1
0.004969041666667, 0
0.004970083333333, 1
0.004970375000000, 0
0.004971291666667, 1
0.004971583333333, 0
0.005096625000000, 1
0.005097000000000, 0
0.005098041666667, 1
0.005098333333333, 0
0.005099250000000, 1
0.005099541666667, 0
0.005222208333333, 1
0.005222583333333, 0
0.005223625000000, 1
0.005223916666667, 0
0.005224833333333, 1
0.005225125000000, 0
0.005347708333333, 1
0.005348083333333, 0
0.005349125000000, 1
0.005349416666667, 0
0.005350333333333, 1
0.005350625000000, 0
0.005475375000000, 1
0.005475750000000, 0
0.005476791666667, 1
0.005477083333333, 0
0.005478000000000, 1
0.005478291666667, 0
0.005603125000000, 1
0.005603500000000, 0
0.005604541666667, 1
0.005604833333333, 0
0.005605750000000, 1
0.005606041666667, 0
0.005731125000000, 1
0.005731500000000, 0
0.005732500000000, 1
0.005732833333333, 0
0.005733708333333, 1
0.005734041666667, 0
0.005859125000000, 1
0.005859500000000, 0
0.005860541666667, 1
0.005860833333333, 0
0.005861750000000, 1
0.005862041666667, 0
0.005987125000000, 1
0.005987500000000, 0
0.005988500000000, 1
0.005988833333333, 0
0.005989708333333, 1
0.005990041666667, 0
0.006115125000000, 1
0.006115500000000, 0
0.006116541666667, 1
0.006116833333333, 0
0.006117750000000, 1
0.006118041666667, 0
0.006240791666667, 1
0.006241166666667, 0
0.006242208333333, 1
0.006242500000000, 0
0.006243416666667, 1
0.006243708333333, 0
0.006365875000000, 1
0.006366250000000, 0
0.006367291666667, 1
0.006367583333333, 0
0.006368500000000, 1
0.006368791666667, 0
0.006493541666667, 1
0.006493958333333, 0
0.006494958333333, 1
0.006495250000000, 0
0.006496166666667, 1
0.006496458333333, 0
0.006621291666667, 1
0.006621666666667, 0
0.006622708333333, 1
0.006623000000000, 0
0.006623916666667, 1
0.006624208333333, 0
0.006749250000000, 1
0.006749666666667, 0
0.006750666666667, 1
0.006751000000000, 0
0.006751875000000, 1
0.006752208333333, 0
0.006877291666667, 1
0.006877708333333, 0
0.006878708333333, 1
0.006879000000000, 0
0.006879916666667, 1
0.006880250000000, 0
0.007005333333333, 1
0.007005708333333, 0
0.007006750000000, 1
0.007007041666667, 0
0.007007958333333, 1
0.007008250000000, 0
0.007133291666667, 1
0.007133666666667, 0
0.007134708333333, 1
0.007135000000000, 0
0.007135916666667, 1
0.007136208333333, 0
0.007258958333333, 1
0.007259333333333, 0
0.007260708333333, 1
0.007261000000000, 0
0.007261916666667, 1
0.007262208333333, 0
0.007384083333333, 1
0.007384458333333, 0
0.007385500000000, 1
0.007385791666667, 0
0.007386708333333, 1
0.007387000000000, 0
0.007511750000000, 1
0.007512166666667, 0
0.007513166666667, 1
0.007513500000000, 0
0.007514375000000, 1
0.007514708333333, 0
0.007639541666667, 1
0.007639958333333, 0
0.007640958333333, 1
0.007641250000000, 0
0.007642166666667, 1
0.007642458333333, 0
0.007767541666667, 1
0.007767916666667, 0
0.007768958333333, 1
0.007769250000000, 0
0.007770166666667, 1
0.007770458333333, 0
0.007895625000000, 1
0.007896041666667, 0
0.007897041666667, 1
0.007897333333333, 0
0.007898250000000, 1
0.007898583333333, 0
0.008019833333333, 1
0.008020208333333, 0
0.008021250000000, 1
0.008021541666667, 0
0.008022458333333, 1
0.008022750000000, 0
0.008149250000000, 1
0.008149625000000, 0
0.008150666666667, 1
0.008150958333333, 0
0.008151875000000, 1
0.008152166666667, 0
0.008276500000000, 1
0.008276875000000, 0
0.008277875000000, 1
0.008278208333333, 0
0.008279083333333, 1
0.008279416666667, 0
0.008400000000000, 1
0.008400416666667, 0
0.008401416666667, 1
0.008401708333333, 0
0.008402625000000, 1
0.008402916666667, 0
0.008527708333333, 1
0.008528083333333, 0
0.008529125000000, 1
0.008529416666667, 0
0.008530333333333, 1
